"Tempo (s)","V1 (V)","V2 (V)"
"-0,001448","1,36",0
"-0,001444","1,36",0
"-0,00144","1,36",0
"-0,001436","1,36",0
"-0,001432","1,36",0
"-0,001428","1,32",0
"-0,001424","1,32",0
"-0,00142","1,32",0
"-0,001416","1,32",0
"-0,001412","1,32",0
"-0,001408","1,32",0
"-0,001404","1,32",0
"-0,0014","1,32",0
"-0,001396","1,28",0
"-0,001392","1,32",0
"-0,001388","1,28",0
"-0,001384","1,28",0
"-0,00138","1,28",0
"-0,001376","1,28",0
"-0,001372","1,28",0
"-0,001368","1,24",0
"-0,001364","1,28",0
"-0,00136","1,24",0
"-0,001356","1,24",0
"-0,001352","1,24",0
"-0,001348","1,24",0
"-0,001344","1,24",0
"-0,00134","1,24",0
"-0,001336","1,24",0
"-0,001332","1,24",0
"-0,001328","1,24",0
"-0,001324","1,2",0
"-0,00132","1,24",0
"-0,001316","1,2",0
"-0,001312","1,2",0
"-0,001308","1,2",0
"-0,001304","1,2",0
"-0,0013","1,2",0
"-0,001296","1,2",0
"-0,001292","1,16",0
"-0,001288","1,2",0
"-0,001284","1,2",0
"-0,00128","1,2",0
"-0,001276","1,2",0
"-0,001272","1,16",0
"-0,001268","1,16",0
"-0,001264","1,2",0
"-0,00126","1,16",0
"-0,001256","1,16",0
"-0,001252","1,16",0
"-0,001248","1,16",0
"-0,001244","1,16",0
"-0,00124","1,12",0
"-0,001236","1,16",0
"-0,001232","1,12",0
"-0,001228","1,12",0
"-0,001224","1,12",0
"-0,00122","1,12",0
"-0,001216","1,12",0
"-0,001212","1,12",0
"-0,001208","1,12",0
"-0,001204","1,08",0
"-0,0012","1,12",0
"-0,001196","1,12",0
"-0,001192","1,12",0
"-0,001188","1,08",0
"-0,001184","1,08",0
"-0,00118","1,08",0
"-0,001176","1,08",0
"-0,001172","1,04",0
"-0,001168","1,04",0
"-0,001164","1,08",0
"-0,00116","1,04",0
"-0,001156","1,08",0
"-0,001152","1,08",0
"-0,001148","1,04",0
"-0,001144","1,04",0
"-0,00114","1,08",0
"-0,001136","1,04",0
"-0,001132","1,04",0
"-0,001128","1,04",0
"-0,001124","1,04",0
"-0,00112","1,04",0
"-0,001116",1,0
"-0,001112",1,0
"-0,001108",1,0
"-0,001104",1,0
"-0,0011","0,96",0
"-0,001096",1,0
"-0,001092",1,0
"-0,001088","0,96",0
"-0,001084",1,0
"-0,00108","0,96",0
"-0,001076","0,96",0
"-0,001072","0,96",0
"-0,001068","0,96",0
"-0,001064","0,96",0
"-0,00106","0,96",0
"-0,001056","0,96",0
"-0,001052","0,92",0
"-0,001048","0,92",0
"-0,001044","0,92",0
"-0,00104","0,96",0
"-0,001036","0,92",0
"-0,001032","0,92",0
"-0,001028","0,92",0
"-0,001024","0,92",0
"-0,00102","0,92",0
"-0,001016","0,92",0
"-0,00101199999999999","0,92",0
"-0,001008","0,92",0
"-0,001004","0,88",0
"-0,001","0,92",0
"-0,000996","0,88",0
"-0,000992","0,88",0
"-0,000988","0,88",0
"-0,000984","0,88",0
"-0,00098","0,88",0
"-0,000976","0,84",0
"-0,000972","0,88",0
"-0,000968","0,88",0
"-0,000964","0,84",0
"-0,000959999999999999","0,84",0
"-0,000956","0,84",0
"-0,000952","0,84",0
"-0,000948","0,84",0
"-0,000944","0,84",0
"-0,000939999999999999","0,84",0
"-0,000936","0,84",0
"-0,000932","0,84",0
"-0,000928","0,84",0
"-0,000924","0,84",0
"-0,00092","0,84",0
"-0,000916","0,8",0
"-0,000912","0,8",0
"-0,000908","0,8",0
"-0,000904","0,8",0
"-0,0009","0,8",0
"-0,000896","0,8",0
